,0,1,2,3,4,5
154,1.029563014,0.355,0.5625,0,1,0
155,1.171537451,0.605,0.5625,0,1,0
156,1.125969027,0.855,0.479289941,0,1,0
157,0.9675,0,0.694444444,0,1,1
158,0.999277864,0.105,0.5625,0,1,0
159,1.089062096,0.355,0.5625,0,1,0
160,0.951170332,0.605,0.479289941,0,1,0
161,2.363557964,0.97,0.404958678,0,-1,0
162,0.9,0,0.694444444,0,1,1
163,0.934077085,0.105,0.5625,0,1,0
164,0.719587555,0.355,0.479289941,0,1,0
165,2.541480868,0.755,0.404958678,0,-1,0
166,2.541480868,0.755,0.404958678,0,-1,0
167,1.0075,0,0.694444444,0,1,1
168,0.673145601,0.105,0.479289941,0,1,0
169,2.794039415,0.87,0.49,0,-1,0
170,2.794039415,0.87,0.49,0,-1,0
171,2.794039415,0.87,0.49,0,-1,0
172,1.379311422,0.855,0.5625,0,1,0
173,1.210371844,0.605,0.5625,0,1,0
174,1.073545528,0.355,0.5625,0,1,0
175,0.982344135,0.105,0.5625,0,1,0
176,0.5675,0,0,0,1,1
177,0.8525,0,0,0,1,1
178,0.895757361,0.125,0.604938272,0,1,0
179,0.593216866,0.02,0.444444444,0,1,0
180,3.157614804,1.185,0.5625,0,-1,0
181,3.157614804,1.185,0.5625,0,-1,0
182,0.895757361,0.125,0.604938272,0,1,0
183,0.8525,0,0,0,1,1
184,0.359383152,0.02,0.444444444,0,1,0
185,3.276645579,1.46,0.5625,0,-1,0
186,3.276645579,1.46,0.5625,0,-1,0
187,0.868493667,0,0.734693878,0.707106781,1,1
188,1.093997829,0.53,0.617346939,0,1,0
189,1.483637843,1.06,0.617346939,0,1,0
190,1.940961424,1.59,0.617346939,0,1,0
191,2.240012556,2.14,0.617346939,0,1,0
192,0.893116034,0,0.734693878,1,1,1
193,1.113645478,0.53,0.617346939,0,1,0
194,1.498184318,1.06,0.617346939,0,1,0
195,1.710308817,1.61,0.617346939,0,1,0
196,1.722543541,0.025,0.617346939,0,1,0
197,0.917758819,0,0.734693878,0,1,1
198,1.13350397,0.53,0.617346939,1,1,0
199,1.181400123,1.08,0.617346939,0,1,0
200,1.202687096,0.075,0.617346939,0,1,0
201,1.624909613,1.465,0.617346939,0,1,0
202,0.868493667,0,0.734693878,0.866025404,1,1
203,0.650043268,0.55,0.617346939,0,1,0
204,0.675134246,0.55,0.617346939,0,1,0
205,0.286847085,0.185,0.617346939,0,1,0
206,0.352535459,0.025,0.617346939,0,1,0
207,0.200390244,0,0.734693878,0,1,1
208,1.862582213,0.61,0,0,-1,0
209,2.952339115,0.09,0,0,-1,0
210,2.933948917,2.68,0,0,-1,0
211,3.169452831,2.925,0,0.5,-1,0
212,1.0125,0.125,0,0.577350269,1,1
213,1.088648818,0.125,0.715976331,0,1,0
214,1.140243943,0.125,0.715976331,0,1,0
215,1.522795538,0.125,0.617346939,0,1,0
216,1.832806932,1.455,0.715976331,0,1,0
217,1.0125,0.125,0,1,1,1
218,0.905624784,0.125,0.715976331,0.816496581,1,0
219,1.232439147,0.125,0.617346939,0,1,0
220,1.481614407,1.055,0.715976331,0,1,0
221,4.337456772,1.56,0,0,-1,0
222,0.8125,0.125,0,0.774596669,1,1
223,1.019267507,0.125,0.617346939,0.447213595,1,0
224,1.162403222,0.655,0.715976331,0,1,0
225,4.503502109,1.96,0,0,-1,0
226,4.503502109,1.96,0,0,-1,0
227,0.9375,0.125,0,1,1,1
228,0.909495052,0.255,0.715976331,0,1,0
229,4.697821969,2.36,0,0,-1,0
230,4.697821969,2.36,0,0,-1,0
231,4.697821969,2.36,0,0,-1,0
232,0.815003834,0,0,0,1,1
233,0.841000149,0.1,0.715976331,0,1,0
234,1.952773668,0.3,0.5625,0,-1,0
235,1.952773668,0.3,0.5625,0,-1,0
236,1.952773668,0.3,0.378698225,0,-1,0
237,0.815003834,0,0,0,1,1
238,2.15618297,0.3,0.5625,0,-1,0
239,2.15618297,0.3,0.5625,0,-1,0
240,2.15618297,0.3,0.378698225,0,-1,0
241,2.15618297,0.3,0.378698225,0.447213595,-1,0
242,0.935003342,0.015,0,0.447213595,1,1
243,1.00101511,0.015,0,0,1,0
244,0.954204512,0.015,0.669421488,0,1,0
245,1.064028313,0.015,0.669421488,0,1,0
246,1.422842665,0.015,0,0,1,0
247,1.706452827,0.015,0.669421488,0,1,0
248,0.62000504,0,0,0,-1,1
249,0.71568586,0.275,0.669421488,0,-1,0
250,0.857776923,0.005,0.669421488,0,-1,0
251,1.130898426,0.005,0.669421488,0,-1,0
252,2.398709288,1.485,0.5625,0,-1,0
253,0.666844247,0.005,0.669421488,0,-1,1
254,0.857776923,0.005,0.669421488,0,-1,0
255,2.184137416,1.13,0.5625,0,-1,0
256,5.498184359,2.88,0.5625,0,-1,0
257,6.03616186,2.975,0.20661157,0,-1,0
258,1.04500299,0.1,0,0.707106781,1,1
259,1.102851418,0.1,0.751111111,0,1,0
260,3.049603458,2.1,0.537777778,0.707106781,1,0
261,4.430768133,2.09,0.47265625,0,-1,0
262,2.687789519,0.325,0.537777778,0,1,0
263,1.04500299,0.1,0,1,1,1
264,3.050464104,2.1,0.537777778,0,1,0
265,4.611339963,2.44,0.47265625,0.707106781,-1,0
266,2.642813368,2.1,0.537777778,0.707106781,1,0
267,4.611339963,2.44,0.413265306,0,-1,0
268,1.020049018,0.15,0.81,0.632455532,1,1
269,0.700071425,0.07,0.64,0,1,0
270,1.149478142,0.15,0.64,0,1,0
271,1.296302434,0.15,0.64,0,1,0
272,2.120344901,0.15,0.49,0,1,0
273,0.650076919,0.15,0.81,0.632455532,1,1
274,1.052615789,0.07,0.64,0.447213595,1,0
275,1.149478142,0.15,0.64,0.447213595,1,0
276,1.854403543,0.15,0.49,0,1,0
277,4.003564037,1.545,0.49,0,-1,0
278,1.020049018,0.15,0.81,0.447213595,1,1
279,1.052615789,0.07,0.64,0.447213595,1,0
280,1.589830966,0.15,0.49,0,1,0
281,4.121859411,1.815,0.49,0,-1,0
282,1.308739852,0.15,0.64,0,1,0
283,1.020049018,0.15,0.81,1,1,1
284,1.327445856,0.15,0.49,0,1,0
285,4.254024565,2.085,0.49,0,-1,0
286,1.492816131,0.15,0.64,0,1,0
287,1.046374694,0.15,0.64,0,1,0
288,0.680018382,0.02,0,0,1,1
289,0.726240318,0.02,0.64,0,1,0
290,3.374825921,1.875,0.790123457,0,-1,0
291,3.374825921,1.875,0.790123457,0,-1,0
292,3.374825921,1.875,0.790123457,0,-1,0
293,0.680018382,0.02,0,0,1,1
294,4.24480933,1.92,0.111111111,0,-1,0
295,4.24480933,1.92,0.111111111,0,-1,0
296,4.24480933,1.92,0.111111111,0,-1,0
297,4.24480933,1.92,0.111111111,0,-1,0
298,1.04500299,0.1,0,0.707106781,1,1
299,1.102851418,0.1,0.751111111,0,1,0
300,3.049603458,2.1,0.537777778,0.707106781,1,0
301,4.430768133,2.09,0.47265625,0,-1,0
302,2.687789519,0.325,0.537777778,0,1,0
303,1.04500299,0.1,0,1,1,1
304,3.050464104,2.1,0.537777778,0,1,0
305,4.611339963,2.44,0.47265625,0.707106781,-1,0
306,2.642813368,2.1,0.537777778,0.707106781,1,0
307,4.611339963,2.44,0.413265306,0,-1,0
308,0.176511331,0,0.669421488,0,-1,1
309,0.578386765,0.315,0.5625,0,-1,0
310,0.438926247,0.335,0.669421488,0,1,0
311,0.993041414,0.63,0.669421488,0,-1,0
312,1.125969027,0.855,0.669421488,0,-1,0
313,0.425242578,0,0.5625,0,-1,1
314,0.200701893,0.02,0.669421488,0,1,0
315,0.815770341,0.315,0.669421488,0,-1,0
316,0.904049916,0.54,0.669421488,0,-1,0
317,4.18200012,2.455,0,0,-1,0
318,0.683396847,0,0.669421488,0,-1,1
319,0.681546954,0.225,0.669421488,0,-1,0
320,4.383158821,2.495,0,0.447213595,-1,0
321,4.383158821,2.495,0,0,-1,0
322,4.383158821,2.495,0,0.447213595,-1,0
323,0.643782766,0,0,0.5,1,1
324,0.7875,0.34,0.64,0,1,0
325,1.028132409,0.68,0.64,0,1,0
326,1.313452036,1.02,0.64,0.5,1,0
327,1.620017361,1.36,0.64,0,1,0
328,1.937770949,1.7,0.64,0,1,0
329,0.575461771,0,0,0.632455532,1,1
330,0.73270475,0.34,0.64,0.774596669,1,0
331,0.986790885,0.68,0.64,0.447213595,1,0
332,1.281349386,1.02,0.64,0.447213595,1,0
333,1.594100452,1.36,0.64,0.447213595,1,0
334,0.507598513,0,0,0.894427191,1,1
335,0.680702762,0.34,0.64,0.774596669,1,0
336,0.948818344,0.68,0.64,0.774596669,1,0
337,1.040555741,0.925,0.52892562,0,-1,0
338,1.321686896,1.095,0.64,0,1,0
339,0.507598513,0,0,0.894427191,1,1
340,0.680702762,0.34,0.64,0.774596669,1,0
341,0.714042191,0.585,0.52892562,0,-1,0
342,1.642302119,1.435,0.64,0,1,0
343,1.321686896,1.095,0.64,0,1,0
344,0.507598513,0,0,0.894427191,1,1
345,0.410068592,0.245,0.52892562,0,-1,0
346,1.912883948,1.775,0.64,0,-1,0
347,1.573507229,1.435,0.64,0,-1,0
348,1.234473572,1.095,0.64,0,-1,0
349,0.350321281,0.175,0,0,-1,1
350,0.071589105,0,0.49,0,-1,0
351,0.378582884,0.035,0.49,0,-1,0
352,0.630178546,0.455,0.49,0,-1,0
353,0.350321281,0.175,0,0,-1,1
354,0.322684056,0,0.49,0,-1,0
355,0.910123618,0.735,0.49,0,-1,0
356,0.630178546,0.455,0.49,0,-1,0
357,0.470876842,0.175,0,0,-1,0
358,0.410030487,0,0.81,0,1,1
359,4.857870547,2.055,0,0,1,0
360,4.738681911,1.775,0,0,1,0
361,4.353631387,1.495,0,0,1,0
362,2.195656223,2.055,0,0,1,0
