,0,1,2,3,4,5,6,7,8,9
0,0.7550372507366773,0.04,0.0,0.0,1,101.0,283.5,252.0,285.0,1
1,0.7914740993867077,0.04,0.6944444444444445,0.0,1,101.0,283.5,252.0,331.0,0
2,0.7067221872843671,0.04,0.6944444444444445,0.0,1,101.0,283.5,207.0,377.0,0
3,0.7571203669166482,0.04,0.6944444444444445,0.0,1,101.0,283.5,165.5,420.5,0
4,1.043195211837171,0.04,0.6944444444444445,0.0,1,101.0,283.5,206.5,463.5,0
5,0.7550372507366773,0.04,0.0,0.0,1,101.0,329.5,252.0,331.0,1
6,0.5807807245424043,0.04,0.6944444444444445,0.0,1,101.0,329.5,207.0,377.0,0
7,0.5577017572143735,0.04,0.6944444444444445,0.0,1,101.0,329.5,165.5,420.5,0
8,0.8527345718334634,0.04,0.6944444444444445,0.0,1,101.0,329.5,206.5,463.5,0
9,1.723160250818246,0.255,0.0,0.0,-1,101.0,329.5,0.0,0.0,0
10,0.5300530633813939,0.04,0.0,0.0,1,101.0,375.5,207.0,377.0,1
11,0.3932318018675499,0.04,0.6944444444444445,0.0,1,101.0,375.5,165.5,420.5,0
12,0.6869179354187805,0.04,0.6944444444444445,0.0,1,101.0,375.5,206.5,463.5,0
13,1.9442302461385585,0.255,0.0,0.0,-1,101.0,375.5,0.0,0.0,0
14,1.9442302461385585,0.255,0.0,0.0,-1,101.0,375.5,0.0,0.0,0
15,1.0256369971876016,0.105,0.0,0.0,1,93.5,286.0,266.0,175.0,1
16,1.8001892261648496,0.44,0.0,0.0,1,93.5,286.0,436.0,175.0,0
17,2.9428090322003566,0.45,0.0,0.0,1,93.5,286.0,671.5,175.0,0
18,0.8575,0.05,0.0,0.0,1,93.5,286.0,265.0,286.0,0
19,0.8805147642146609,0.05,0.0,0.0,1,93.5,286.0,265.0,326.0,0
20,1.8715451504038045,0.64,0.0,0.0,1,93.5,326.0,436.0,175.0,1
21,2.9869926347415054,0.65,0.0,0.0,1,93.5,326.0,671.5,175.0,0
22,0.8805147642146609,0.05,0.0,0.0,1,93.5,326.0,265.0,286.0,0
23,0.8575,0.05,0.0,0.0,1,93.5,326.0,265.0,326.0,0
24,0.5716478373964167,0.075,0.0,0.0,1,93.5,326.0,202.5,360.5,0
25,1.4191282535415888,0.38,0.0,0.0,-1,532.0,274.0,266.0,175.0,1
26,0.6895106960736722,0.38,0.0,0.0,-1,532.0,274.0,436.0,175.0,0
27,0.8552960013936697,0.31,0.0,0.0,1,532.0,274.0,671.5,175.0,0
28,1.3363476344125431,0.6900000000000001,0.0,0.0,-1,532.0,274.0,265.0,286.0,0
29,1.3600827180726913,0.155,0.0,0.0,-1,532.0,274.0,265.0,326.0,0
30,0.8120498753155498,0.54,0.0,0.0,-1,532.0,306.0,436.0,175.0,1
31,0.9568339720139539,0.31,0.0,0.0,1,532.0,306.0,671.5,175.0,0
32,1.3387400793283215,0.6900000000000001,0.0,0.0,-1,532.0,306.0,265.0,286.0,0
33,1.3387400793283215,0.6900000000000001,0.0,0.0,-1,532.0,306.0,265.0,326.0,0
34,1.6698839780056576,0.19,0.0,0.0,-1,532.0,306.0,202.5,360.5,0
